city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count,id
San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,White,442155,1090921693197
Aurora,Illinois,31.7,101964.0,101751.0,203715,4988.0,50980.0,3.3,IL,Black or African-American,23736,1090921693198
Hoover,Alabama,38.5,38040.0,46799.0,84839,4819.0,8229.0,2.58,AL,Asian,4759,1099511627776
Saint George,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,Black or African-American,1376,1099511627777
Las Vegas,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,American Indian and Alaska Native,8456,1099511627778
Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,American Indian and Alaska Native,203,1099511627779
Jacksonville,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,White,543582,1099511627780
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,Hispanic or Latino,219038,1099511627781
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,Black or African-American,301568,1099511627782
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,American Indian and Alaska Native,348,1099511627783
Oxnard,California,31.0,101906.0,105346.0,207252,6367.0,78678.0,4.08,CA,Asian,18249,1099511627784
Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,White,1386389,1099511627785
Santa Rosa,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,Black or African-American,7157,1099511627786
Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,White,251155,1099511627787
Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Black or African-American,5777,1099511627788
Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,Asian,26909,1099511627789
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,25078.0,30834.0,2.69,TX,Hispanic or Latino,200737,1099511627790
Southfield,Michigan,41.6,31369.0,41808.0,73177,4035.0,4011.0,2.27,MI,White,18296,1099511627791
Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,American Indian and Alaska Native,4790,1108101562368
Surprise,Arizona,39.4,62875.0,65567.0,128442,11109.0,9929.0,2.9,AZ,Hispanic or Latino,25366,1108101562369
Sparks,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,Asian,7915,1108101562370
Bloomington,Illinois,35.1,37972.0,40323.0,78295,3888.0,7287.0,2.34,IL,White,60652,1108101562371
Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,Black or African-American,34916,1108101562372
San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,Asian,6547,1108101562373
Cary,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,American Indian and Alaska Native,1752,1108101562374
Orem,Utah,26.1,48695.0,45762.0,94457,2828.0,12808.0,3.26,UT,Black or African-American,1837,1108101562375
Miami,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,American Indian and Alaska Native,1571,1108101562376
Boston,Massachusetts,31.8,322149.0,347320.0,669469,18350.0,190123.0,2.38,MA,American Indian and Alaska Native,5580,1108101562377
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,American Indian and Alaska Native,3955,1108101562378
Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,Hispanic or Latino,256145,1108101562379
Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Hispanic or Latino,6617,1108101562380
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,White,68830,1116691496960
Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,American Indian and Alaska Native,3260,1116691496961
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,Hispanic or Latino,15521,1116691496962
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,23213.0,101312.0,2.69,HI,Black or African-American,11781,1116691496963
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Asian,2114,1116691496964
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,Black or African-American,873316,1116691496965
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,Black or African-American,22179,1116691496966
Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,White,68761,1116691496967
Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Black or African-American,19947,1116691496968
Peoria,Arizona,36.9,80139.0,91103.0,171242,13019.0,14260.0,2.97,AZ,American Indian and Alaska Native,3108,1116691496969
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,Hispanic or Latino,78711,1116691496970
Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Hispanic or Latino,15889,1116691496971
Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,Hispanic or Latino,549966,1116691496972
Garland,Texas,34.5,116406.0,120430.0,236836,10407.0,62975.0,3.12,TX,White,154484,1116691496973
Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,American Indian and Alaska Native,599,1116691496974
Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,Hispanic or Latino,16501,1116691496975
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,25078.0,30834.0,2.69,TX,Asian,9051,1116691496976
Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,Hispanic or Latino,170041,1116691496977
New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Black or African-American,17723,1116691496978
Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,American Indian and Alaska Native,779,1116691496979
Garland,Texas,34.5,116406.0,120430.0,236836,10407.0,62975.0,3.12,TX,Hispanic or Latino,90989,1125281431552
Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,Hispanic or Latino,45495,1125281431553
Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,White,73659,1125281431554
Saint George,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,Asian,1649,1125281431555
Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,Black or African-American,33122,1125281431556
Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,White,149859,1125281431557
Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Hispanic or Latino,14973,1125281431558
Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,Hispanic or Latino,85141,1125281431559
Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,Hispanic or Latino,45291,1125281431560
Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,White,17160,1125281431561
Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,Black or African-American,82307,1125281431562
Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,White,59035,1125281431563
Hemet,California,36.8,38622.0,45251.0,83873,5613.0,13330.0,2.97,CA,American Indian and Alaska Native,2288,1125281431564
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,American Indian and Alaska Native,3356,1125281431565
Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Hispanic or Latino,14259,1125281431566
Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,Asian,7601,1125281431567
Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,White,47997,1125281431568
Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,American Indian and Alaska Native,4239,1125281431569
Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Asian,31706,1125281431570
Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,White,44543,1133871366144
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,American Indian and Alaska Native,351,1133871366145
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,White,64441,1133871366146
Union City,New Jersey,35.4,35376.0,33773.0,69149,705.0,40553.0,2.85,NJ,American Indian and Alaska Native,545,1133871366147
Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,Black or African-American,1326,1133871366148
Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,White,41692,1133871366149
Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Black or African-American,16948,1133871366150
Montgomery,Alabama,35.4,94582.0,106004.0,200586,14955.0,9337.0,2.41,AL,White,73545,1142461300736
Huntsville,Alabama,38.1,91764.0,97350.0,189114,16637.0,12691.0,2.18,AL,Hispanic or Latino,10887,1142461300737
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,White,162245,1142461300738
Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,White,52445,1142461300739
Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,Hispanic or Latino,6089,1142461300740
Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,American Indian and Alaska Native,496,1142461300741
Denver,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,American Indian and Alaska Native,14008,1142461300742
Santa Rosa,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,Hispanic or Latino,54578,1142461300743
Sparks,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,American Indian and Alaska Native,2019,1142461300744
South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,White,28135,1142461300745
Livonia,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,American Indian and Alaska Native,445,1142461300746
Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,American Indian and Alaska Native,2603,1142461300747
Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,American Indian and Alaska Native,1155,1142461300748
Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Asian,537,1142461300749
Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,Hispanic or Latino,58852,1142461300750
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,Black or African-American,22651,1142461300751
Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Black or African-American,10379,1142461300752
Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,White,80811,1142461300753
Danbury,Connecticut,37.3,43435.0,41227.0,84662,3752.0,25675.0,2.74,CT,Hispanic or Latino,25145,1151051235328
Sioux City,Iowa,34.3,38827.0,43949.0,82776,4093.0,7471.0,2.57,IA,American Indian and Alaska Native,1956,1151051235329
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,3093.0,29899.0,2.81,MA,American Indian and Alaska Native,1176,1151051235330
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,White,33966,1151051235331
Alafaya,Florida,33.5,39504.0,45760.0,85264,4176.0,15842.0,2.94,FL,Asian,10336,1151051235332
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,10548.0,56514.0,2.58,MN,Hispanic or Latino,27307,1151051235333
Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,Asian,5058,1151051235334
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,White,64401,1151051235335
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,American Indian and Alaska Native,1309,1151051235336
Buena Park,California,35.7,41593.0,41671.0,83264,3116.0,28430.0,3.55,CA,Hispanic or Latino,32915,1151051235337
Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Black or African-American,4937,1151051235338
Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,Asian,1781,1151051235339
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,Black or African-American,16445,1151051235340
Jackson,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,Black or African-American,30103,1151051235341
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Black or African-American,2951,1151051235342
Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Asian,3237,1151051235343
Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,Black or African-American,29883,1159641169920
Waldorf,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,Hispanic or Latino,4810,1159641169921
Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,White,92874,1159641169922
Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,White,88395,1159641169923
San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,American Indian and Alaska Native,4520,1159641169924
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,7429.0,2375.0,2.31,SD,Black or African-American,2217,1159641169925
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,Hispanic or Latino,5924,1159641169926
Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,Black or African-American,3164,1159641169927
Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,American Indian and Alaska Native,7678,1159641169928
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,American Indian and Alaska Native,2716,1159641169929
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,White,66875,1159641169930
Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Black or African-American,25217,1159641169931
Nashville,Tennessee,34.1,314231.0,340365.0,654596,27942.0,88193.0,2.39,TN,White,432447,1159641169932
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,3981.0,4701.0,2.53,SC,Hispanic or Latino,2569,1159641169933
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,25078.0,30834.0,2.69,TX,White,292663,1168231104512
Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,White,161153,1168231104513
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,9421.0,11888.0,2.58,NM,American Indian and Alaska Native,2368,1168231104514
Montgomery,Alabama,35.4,94582.0,106004.0,200586,14955.0,9337.0,2.41,AL,American Indian and Alaska Native,1277,1168231104515
Denton,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,White,106278,1168231104516
Roseville,California,38.4,62591.0,67691.0,130282,8386.0,18161.0,2.72,CA,Asian,18171,1168231104517
Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,Asian,22457,1168231104518
Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Hispanic or Latino,55959,1168231104519
Evanston,Illinois,36.8,34146.0,41377.0,75523,2058.0,15003.0,2.29,IL,Asian,8800,1168231104520
Aurora,Colorado,34.2,177899.0,180971.0,358870,25158.0,65816.0,2.82,CO,White,239803,1168231104521
Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,White,225157,1168231104522
Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,American Indian and Alaska Native,713,1168231104523
Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,Asian,4205,1168231104524
Ames,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,Hispanic or Latino,2024,1168231104525
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,Hispanic or Latino,117362,1168231104526
Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,Black or African-American,2066,1168231104527
Missoula,Montana,34.7,35002.0,36022.0,71024,4733.0,2771.0,2.15,MT,Hispanic or Latino,2474,1168231104528
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,American Indian and Alaska Native,1503,1176821039104
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,Black or African-American,25344,1176821039105
Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,Asian,6641,1176821039106
Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,White,98174,1176821039107
Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,American Indian and Alaska Native,11496,1176821039108
Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Hispanic or Latino,5229,1176821039109
Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,American Indian and Alaska Native,662,1176821039110
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,White,63938,1185410973696
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,American Indian and Alaska Native,826,1185410973697
Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,Hispanic or Latino,43684,1185410973698
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,5175.0,7854.0,2.64,TX,White,58258,1185410973699
Detroit,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,Black or African-American,545988,1185410973700
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,17388.0,21679.0,2.41,LA,White,140314,1185410973701
Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,Asian,1810,1185410973702
Abilene,Texas,31.3,65212.0,60664.0,125876,9367.0,8129.0,2.64,TX,Hispanic or Latino,33222,1185410973703
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,White,109960,1185410973704
Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,Asian,7041,1185410973705
Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,Asian,20681,1185410973706
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,Black or African-American,112923,1185410973707
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,Asian,9788,1194000908288
Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,American Indian and Alaska Native,15314,1194000908289
Cary,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,White,119814,1194000908290
Omaha,Nebraska,34.2,218789.0,225098.0,443887,24503.0,48263.0,2.47,NE,American Indian and Alaska Native,6318,1194000908291
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5206.0,5396.0,2.54,LA,White,85282,1194000908292
Southfield,Michigan,41.6,31369.0,41808.0,73177,4035.0,4011.0,2.27,MI,Hispanic or Latino,573,1194000908293
Miami Gardens,Florida,34.9,50719.0,62480.0,113199,2327.0,33394.0,3.75,FL,White,27273,1194000908294
Roseville,California,38.4,62591.0,67691.0,130282,8386.0,18161.0,2.72,CA,American Indian and Alaska Native,2635,1194000908295
German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,White,43330,1194000908296
Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,American Indian and Alaska Native,1575,1202590842880
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,Asian,15932,1202590842881
Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Black or African-American,16163,1202590842882
Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,Black or African-American,29998,1202590842883
Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,Hispanic or Latino,3929,1202590842884
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,American Indian and Alaska Native,6547,1202590842885
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,American Indian and Alaska Native,2527,1202590842886
Yonkers,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,White,129492,1202590842887
Palatine,Illinois,38.0,36506.0,32763.0,69269,2629.0,21760.0,2.69,IL,White,46246,1202590842888
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Hispanic or Latino,59036,1202590842889
Chula Vista,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,White,183753,1202590842890
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,Hispanic or Latino,37944,1202590842891
Huntington Beach,California,41.6,99967.0,101960.0,201927,10454.0,35368.0,2.67,CA,Black or African-American,4027,1202590842892
