City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
Sugar Land,Texas,42.1,43889.0,44240.0,88129,4377.0,31169.0,2.95,TX,White,44555
Akron,Ohio,38.1,96886.0,100667.0,197553,12878.0,10024.0,2.24,OH,Asian,9033
Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,White,75688
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,10897.0,10285.0,2.21,TN,American Indian and Alaska Native,2304
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,6176.0,10728.0,2.3,MN,Asian,4689
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4322.0,4364.0,2.48,VA,American Indian and Alaska Native,1024
Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,Black or African-American,29391
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,White,59683
El Cajon,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,Black or African-American,7534
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,White,246677
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,American Indian and Alaska Native,3271
Killeen,Texas,29.2,69442.0,71367.0,140809,24281.0,15769.0,2.72,TX,Black or African-American,54601
Fall River,Massachusetts,39.3,43314.0,45456.0,88770,4143.0,14775.0,2.21,MA,White,77242
Napa,California,37.2,39828.0,40601.0,80429,4678.0,18449.0,2.84,CA,Asian,3593
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,White,275892
Roswell,Georgia,38.8,48637.0,45859.0,94496,3325.0,16501.0,2.7,GA,White,69857
Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Asian,2202
Melbourne,Florida,43.4,39180.0,40956.0,80136,8363.0,9685.0,2.37,FL,Black or African-American,11721
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Black or African-American,20616
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,Asian,12683
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,3809.0,2348.0,2.3,WI,Black or African-American,2778
Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,Asian,59424
Lancaster,California,30.9,80668.0,80445.0,161113,7892.0,17247.0,3.25,CA,White,110311
Dale City,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,American Indian and Alaska Native,548
Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,Asian,17646
Metairie,Louisiana,41.6,69515.0,76943.0,146458,7187.0,19871.0,2.39,LA,White,124270
Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,American Indian and Alaska Native,904
Saint George,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,Hispanic or Latino,10829
Huntington Beach,California,41.6,99967.0,101960.0,201927,10454.0,35368.0,2.67,CA,Asian,29095
Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,White,98705
Aurora,Illinois,31.7,101964.0,101751.0,203715,4988.0,50980.0,3.3,IL,White,115903
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,7429.0,2375.0,2.31,SD,Hispanic or Latino,2971
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Asian,6228
Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,Black or African-American,8670
Meridian,Idaho,38.0,43353.0,47400.0,90753,5640.0,8110.0,2.54,ID,Black or African-American,1809
Las Vegas,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,White,429142
Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,Black or African-American,84569
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,85417.0,1485425.0,2.86,CA,American Indian and Alaska Native,63758
Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Black or African-American,3506
Yonkers,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,American Indian and Alaska Native,1112
Carmel,Indiana,39.9,42928.0,46101.0,89029,2723.0,9645.0,2.71,IN,White,77178
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,American Indian and Alaska Native,1935
Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,Hispanic or Latino,18913
Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,American Indian and Alaska Native,3771
Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Black or African-American,12761
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,American Indian and Alaska Native,2109
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,American Indian and Alaska Native,610
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,5298.0,6971.0,2.58,MD,Hispanic or Latino,9137
Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,Hispanic or Latino,3567
Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,Asian,6288
El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,American Indian and Alaska Native,718
College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,American Indian and Alaska Native,605
Springfield,Illinois,38.8,55639.0,62170.0,117809,7525.0,4264.0,2.22,IL,Hispanic or Latino,2738
Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,White,88145
Parma,Ohio,40.8,38425.0,41518.0,79943,5028.0,6909.0,2.42,OH,Black or African-American,2928
Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,Hispanic or Latino,68592
Miramar,Florida,36.6,66157.0,70958.0,137115,3077.0,57179.0,3.41,FL,Hispanic or Latino,46767
Pharr,Texas,26.9,35242.0,41293.0,76535,1376.0,25532.0,3.67,TX,White,73694
Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,Asian,69472
Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,Asian,9182
Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Black or African-American,3228
Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,American Indian and Alaska Native,2331
Arden-Arcade,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,Asian,7355
South Jordan,Utah,33.8,33669.0,32970.0,66639,2595.0,6142.0,3.61,UT,Asian,2487
Compton,California,30.1,49264.0,49184.0,98448,897.0,30660.0,4.08,CA,Black or African-American,26395
Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,White,84328
San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,Hispanic or Latino,26894
Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,American Indian and Alaska Native,464
Antioch,California,34.0,54733.0,55809.0,110542,5681.0,24942.0,3.31,CA,Hispanic or Latino,35563
Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,Asian,9801
Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,Asian,14636
Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,American Indian and Alaska Native,535
German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,American Indian and Alaska Native,1232
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,Asian,3347
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,17388.0,21679.0,2.41,LA,Black or African-American,234645
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,White,131898
Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Asian,9807
Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,White,25996
Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,American Indian and Alaska Native,1065
West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,Asian,32716
San Jose,California,36.5,518317.0,508602.0,1026919,27269.0,401493.0,3.13,CA,Asian,385198
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,Asian,4602
Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,White,58989
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,American Indian and Alaska Native,481
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,Black or African-American,1854
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Asian,21571
Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,White,46529
Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,White,107898
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,Hispanic or Latino,9388
Ontario,California,31.0,85059.0,86141.0,171200,4816.0,48557.0,3.52,CA,American Indian and Alaska Native,4304
Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,Asian,16189
Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,American Indian and Alaska Native,2084
Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,Hispanic or Latino,78571
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5206.0,5396.0,2.54,LA,Black or African-American,39862
Hoover,Alabama,38.5,38040.0,46799.0,84839,4819.0,8229.0,2.58,AL,Hispanic or Latino,3430
Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,White,75636
Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,Hispanic or Latino,3597
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,Hispanic or Latino,99838
Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,Asian,1124
Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,Hispanic or Latino,26754
Guaynabo,Puerto Rico,42.2,33066.0,37426.0,70492,,,,PR,American Indian and Alaska Native,589
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,Hispanic or Latino,38674
Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Hispanic or Latino,31102
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,White,149298
Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,American Indian and Alaska Native,594
New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Hispanic or Latino,30188
Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Black or African-American,20014
Tallahassee,Florida,26.2,89390.0,100504.0,189894,9575.0,16720.0,2.38,FL,Black or African-American,69135
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,American Indian and Alaska Native,954
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Asian,2712
Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,Black or African-American,10482
Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,White,166618
League City,Texas,35.9,49354.0,48996.0,98350,6484.0,8361.0,2.72,TX,Asian,8163
Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,Black or African-American,9437
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,Black or African-American,54934
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,White,116851
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,Black or African-American,138242
Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,Black or African-American,79245
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,American Indian and Alaska Native,9671
Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,American Indian and Alaska Native,601
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,Hispanic or Latino,12975
Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,White,48670
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,Asian,7265
Boston,Massachusetts,31.8,322149.0,347320.0,669469,18350.0,190123.0,2.38,MA,Black or African-American,189347
Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,White,86648
Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Black or African-American,16163
Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,American Indian and Alaska Native,1682
Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Hispanic or Latino,63377
Bay,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,White,48797
Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Black or African-American,14050
Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,American Indian and Alaska Native,799
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,5783.0,3269.0,2.77,MO,White,77049
Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Black or African-American,2013
Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,Black or African-American,14637
Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,Asian,126499
Murrieta,California,35.3,49363.0,60453.0,109816,7242.0,19875.0,3.3,CA,American Indian and Alaska Native,2327
Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,Hispanic or Latino,28275
Miami Beach,Florida,42.5,48090.0,44221.0,92311,2265.0,49908.0,2.1,FL,White,72180
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Asian,2429
Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Hispanic or Latino,31757
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,Black or African-American,3970
Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,White,49181
Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Hispanic or Latino,6435
Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,Hispanic or Latino,57054
New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Hispanic or Latino,23548
Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,American Indian and Alaska Native,1165
Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,White,46347
Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,White,87612
Newport Beach,California,46.8,43161.0,43970.0,87131,4847.0,15318.0,2.4,CA,Asian,10017
Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,American Indian and Alaska Native,1606
Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,Hispanic or Latino,1981
Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,White,23665
Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Black or African-American,77439
Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Hispanic or Latino,14245
Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,Black or African-American,22372
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,2625.0,19070.0,2.49,MA,American Indian and Alaska Native,849
Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,White,58099
Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,American Indian and Alaska Native,1101
Florence-Graham,California,30.2,34186.0,32173.0,66359,416.0,28696.0,4.57,CA,White,30591
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,American Indian and Alaska Native,4281
Escondido,California,33.3,76551.0,74907.0,151458,8110.0,46298.0,3.27,CA,White,120781
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,White,59147
Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,White,85044
Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,White,70491
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,White,688130
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,American Indian and Alaska Native,2746
Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,White,37683
Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,Hispanic or Latino,37382
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4219.0,4454.0,2.49,WI,Asian,5561
Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Hispanic or Latino,39271
Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,American Indian and Alaska Native,2301
Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,American Indian and Alaska Native,594
Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,Black or African-American,23475
Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Black or African-American,58008
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Hispanic or Latino,4614
Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,Black or African-American,3091
Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,Hispanic or Latino,35311
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,3764.0,33414.0,2.8,MA,Black or African-American,7310
Deltona,Florida,39.9,44853.0,43621.0,88474,5664.0,7098.0,2.89,FL,Asian,1292
Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,White,69840
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,5691.0,19652.0,2.67,PA,White,74187
Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,White,96958
Largo,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,American Indian and Alaska Native,881
Springfield,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,American Indian and Alaska Native,2777
San Juan,Puerto Rico,41.4,155408.0,186829.0,342237,,,,PR,Asian,2452
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Hispanic or Latino,5378
Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,Hispanic or Latino,21536
Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,American Indian and Alaska Native,901
Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,White,49980
Mesa,Arizona,36.9,234998.0,236835.0,471833,31808.0,57492.0,2.68,AZ,Black or African-American,22699
Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Hispanic or Latino,38883
Hesperia,California,29.4,43588.0,49698.0,93286,3739.0,16667.0,3.52,CA,American Indian and Alaska Native,1712
Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,Black or African-American,23594
Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,Hispanic or Latino,8265
Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,White,188325
Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,Hispanic or Latino,38004
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Black or African-American,1212
Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,White,56231
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,Black or African-American,7821
San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Asian,38970
Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Asian,11963
Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,Hispanic or Latino,3409
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Black or African-American,44991
Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,Black or African-American,5401
Surprise,Arizona,39.4,62875.0,65567.0,128442,11109.0,9929.0,2.9,AZ,Black or African-American,9079
Pasadena,California,37.6,67712.0,74534.0,142246,4618.0,40779.0,2.63,CA,Hispanic or Latino,52717
Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,Black or African-American,4005
West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,American Indian and Alaska Native,518
Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,American Indian and Alaska Native,2236
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,American Indian and Alaska Native,1359
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,American Indian and Alaska Native,3962
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,White,58696
Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Asian,9839
Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,American Indian and Alaska Native,613
Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,Hispanic or Latino,16131
Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,Asian,7571
Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,American Indian and Alaska Native,1187
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,Black or African-American,1700
Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,American Indian and Alaska Native,1513
Fort Myers,Florida,37.3,36850.0,37165.0,74015,4312.0,15365.0,2.45,FL,Black or African-American,17298
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,White,70873
Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,White,63157
Livermore,California,36.7,41522.0,46595.0,88117,3063.0,13959.0,2.91,CA,Black or African-American,3199
